Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode
JPMorgan Chase Bank,0,Pasco Branch,5821,9/11/1996,9/25/2008,"5210 N Road 68, Suite A",Pasco,Franklin,WA,99301
JPMorgan Chase Bank,0,Queen Anne Branch,5822,9/16/1996,9/25/2008,"1417 Queen Anne Avenue North, Suite 100",Seattle,King,WA,98109
JPMorgan Chase Bank,0,Sherwood Branch,5823,6/10/1996,9/25/2008,16100 Southwest Tualatin-Sherwood Rd,Sherwood,Washington,OR,97140
JPMorgan Chase Bank,0,Scappoose Branch,5824,10/2/1996,9/25/2008,"51501 South Columbia River Highway, Suite A",Scappoose,Columbia,OR,97056
JPMorgan Chase Bank,0,South Hill Branch,5825,3/19/1997,9/25/2008,"17404 Meridian East, Suite A",Puyallup,Pierce,WA,98375
JPMorgan Chase Bank,0,Stanwood Branch,5826,3/31/1997,9/25/2008,"26603 72nd Avenue Northwest, Suite A",Stanwood,Snohomish,WA,98292
JPMorgan Chase Bank,0,Covington Branch,5827,4/9/1997,9/25/2008,"16735 Southeast 272nd Street, Suite A",Covington,King,WA,98042
JPMorgan Chase Bank,0,Harvard Market Branch,5828,4/14/1997,9/25/2008,1429 Broadway,Seattle,King,WA,98122
JPMorgan Chase Bank,0,Lake Oswego Branch,5829,4/15/1997,9/25/2008,111 South State Street,Lake Oswego,Clackamas,OR,97034
JPMorgan Chase Bank,0,Caldwell Branch,5836,6/29/1998,9/25/2008,1018 Blaine St,Caldwell,Canyon,ID,83605
JPMorgan Chase Bank,0,Mountain Home Branch,5837,6/30/1998,9/25/2008,290 North Second Ave East,Mountain Home,Elmore,ID,83647
JPMorgan Chase Bank,0,Thurston Branch,5838,2/2/1998,9/25/2008,5703 Main Street,Springfield,Lane,OR,97478
JPMorgan Chase Bank,0,South Commercial Branch,5839,2/23/1998,9/25/2008,5135 Commercial St Se,Salem,Marion,OR,97306
JPMorgan Chase Bank,0,Kruse Way Branch,5840,6/30/1998,9/25/2008,4155 Mercantile Drive,Lake Oswego,Clackamas,OR,97035
JPMorgan Chase Bank,0,Draper Crossing Branch,5841,6/8/1998,9/25/2008,252 East 12300 South,Draper,Salt Lake,UT,84020
JPMorgan Chase Bank,0,Wandermere Branch,5843,2/24/1998,9/25/2008,12120 N Division St. Suite A,Spokane,Spokane,WA,99218
JPMorgan Chase Bank,0,Morgan Street Branch,5845,3/18/1998,9/25/2008,"4201 Sw Morgan St, Suite 100",Seattle,King,WA,98136
JPMorgan Chase Bank,0,72nd & Pacific Branch,5848,11/24/1997,9/25/2008,"7250 Pacific Ave, Suite B",Tacoma,Pierce,WA,98408
JPMorgan Chase Bank,0,South Everett Branch,5849,11/3/1997,9/25/2008,"8530 Evergreen Way, Suite A",Everett,Snohomish,WA,98208
JPMorgan Chase Bank,0,Belfair Branch,5850,12/15/1997,9/25/2008,201 Ne State Route 300,Belfair,Mason,WA,98528
JPMorgan Chase Bank,0,Aloha Branch,5851,11/23/1998,9/25/2008,"17435 Sw Farmington Rd, Suite A",Aloha,Washington,OR,97007
JPMorgan Chase Bank,0,Miller Barnes Branch,5852,7/27/1998,9/25/2008,"7515 Sw Barnes Road, Suite 105",Portland,Washington,OR,97225
JPMorgan Chase Bank,0,Bethany Village Branch,5853,9/28/1998,9/25/2008,"4732 NW Bethany Blvd, Suite G-1",Portland,Washington,OR,97229
JPMorgan Chase Bank,0,West Linn Branch,5854,7/20/1998,9/25/2008,1875 Blankenship Road,West Linn,Clackamas,OR,97068
JPMorgan Chase Bank,0,Maple Valley Branch,5855,8/24/1998,9/25/2008,26430 Maple Valley Black Diamond Rd Se,Maple Valley,King,WA,98038
JPMorgan Chase Bank,0,Tacoma Stevens Branch,5856,8/10/1998,9/25/2008,"4505 S 19th St, Suite C",Tacoma,Pierce,WA,98405
JPMorgan Chase Bank,0,Salmon Creek Fm Branch,5857,10/21/1998,9/25/2008,"800 Ne Tenney Rd, Suite A",Vancouver,Clark,WA,98685
JPMorgan Chase Bank,0,Murphy's Corner Branch,5858,11/18/1998,9/25/2008,"12906 Bothell-Everett Hwy, Suite A",Everett,Snohomish,WA,98208
JPMorgan Chase Bank,0,Bridle Trails Branch,5859,12/14/1998,9/25/2008,"6625 132nd Ave Ne, Suite A",Kirkland,King,WA,98033
JPMorgan Chase Bank,0,Enumclaw Financial Center Branch,5860,12/14/1998,9/25/2008,940 Stevenson Street Avenue,Enumclaw,King,WA,98022
JPMorgan Chase Bank,0,East Hazel Dell Branch,5861,8/3/1998,9/25/2008,"7700 Ne Hwy 99, Suite A",Vancouver,Clark,WA,98665
JPMorgan Chase Bank,0,North Lynnwood Branch,5862,6/1/1999,9/25/2008,"17525 Hwy 99, Suite F",Lynnwood,Snohomish,WA,98037
JPMorgan Chase Bank,0,Redmond Fm Financial Center Branch,5863,10/20/1999,9/25/2008,"944 Southwest 9th Street, Suite 101",Redmond,Deschutes,OR,97756
JPMorgan Chase Bank,0,West Francis Ave Branch,5864,9/27/1999,9/25/2008,West 822 Francis Avenue,Spokane,Spokane,WA,99205
JPMorgan Chase Bank,0,Lake Stevens Branch,5865,11/22/1999,9/25/2008,9009 Market Place,Lake Stevens,Snohomish,WA,98258
JPMorgan Chase Bank,0,Eagle Financial Center Branch,5869,7/10/2000,9/25/2008,468 S. Rivershore Lane,Eagle,Ada,ID,83616
JPMorgan Chase Bank,0,Boise State St Financial Ctr Branch,5870,7/17/2000,9/25/2008,3550 West State Street,Boise,Ada,ID,83703
JPMorgan Chase Bank,0,Sandy Little Cottonwood Branch,5871,5/2/2000,9/25/2008,9502 S. Highland Drive,Sandy,Salt Lake,UT,84092
JPMorgan Chase Bank,0,Columbia Marketplace Branch,5872,11/29/1999,9/25/2008,6490 S. Federal Way,Boise,Ada,ID,83716
JPMorgan Chase Bank,0,Port Orchard Fm Branch,5873,2/2/2000,9/25/2008,"1900 Se Sedgwick Rd., Suite A",Port Orchard,Kitsap,WA,98366
JPMorgan Chase Bank,0,Salmon Bay Branch,5874,11/10/1999,9/25/2008,915 NW 45th St.,Seattle,King,WA,98107
JPMorgan Chase Bank,0,Thrashers Corner Branch,5875,3/15/2000,9/25/2008,21045 Bothell-Everett Hwy,Bothell,Snohomish,WA,98021
JPMorgan Chase Bank,0,57th & Regal Financial Center Branch,5876,8/30/1999,9/25/2008,"3007 E 57th Avenue, Suite A",Spokane,Spokane,WA,99223
JPMorgan Chase Bank,0,University Place Branch,5877,3/15/2000,9/25/2008,6305 Bridgeport Way W. Ste. A,University Place,Pierce,WA,98467
JPMorgan Chase Bank,0,International District Uwajimaya Brh,5878,11/16/2000,9/25/2008,"600 Fifth Avenue South, Suite 107",Seattle,King,WA,98104
JPMorgan Chase Bank,0,Pocatello Branch,5880,11/1/2000,9/25/2008,800 Yellowstone Ave,Pocatello,Bannock,ID,83201
JPMorgan Chase Bank,0,Ellensburg Branch,5881,6/6/2001,9/25/2008,"201 S Water St, Ste A",Ellensburg,Kittitas,WA,98926
JPMorgan Chase Bank,0,Wood Village Branch,5882,5/16/2001,9/25/2008,"22855 Ne Park Lane, Ste A",Troutdale,Multnomah,OR,97060
JPMorgan Chase Bank,0,Lake Sammamish Branch,5883,3/28/2001,9/25/2008,6100 E Lake Sammamish Pkwy,Issaquah,King,WA,98029
JPMorgan Chase Bank,0,Orenco Station Financial Ctr Branch,5886,5/16/2001,9/25/2008,7320 NW Butler Road,Hillsboro,Washington,OR,97124
JPMorgan Chase Bank,0,Spokane - Thor Branch,5889,8/15/2001,9/25/2008,"400 S. Thor Street, Suite A",Spokane,Spokane,WA,99202
JPMorgan Chase Bank,0,Boise-Franklin Financial Center Branch,5890,10/19/2001,9/25/2008,5120 W Franklin Road,Boise,Ada,ID,83705
JPMorgan Chase Bank,0,Tumwater Financial Center Branch,5891,10/19/2001,9/25/2008,555 Trosper Road Sw,Tumwater,Thurston,WA,98512
JPMorgan Chase Bank,0,Hawthorne & State Branch,5892,7/1/2001,9/25/2008,110 Hawthorne Ave Se,Salem,Marion,OR,97301
JPMorgan Chase Bank,0,Gateway St and Game Farm Rd Branch,5893,7/1/2001,9/25/2008,3545 Gateway St,Springfield,Lane,OR,97477
JPMorgan Chase Bank,0,Seattle-Belltown Financial Center Branch,5894,10/7/2002,9/25/2008,2701 1st Avenue,Seattle,King,WA,98121
JPMorgan Chase Bank,0,Eastgate Financial Center Branch,5895,9/30/2002,9/25/2008,2423 Apple Street,Boise,Ada,ID,83706
JPMorgan Chase Bank,0,Royal West Branch,5897,2/18/2003,9/25/2008,4770 Royal Ave,Eugene,Lane,OR,97402
JPMorgan Chase Bank,0,Keizer Branch,5898,10/5/1998,9/25/2008,5560 Inland Shores Way N,Keizer,Marion,OR,97303
JPMorgan Chase Bank,0,North Gig Harbor Branch,5903,1/13/2003,9/25/2008,5225 Borgen Blvd NW,Gig Harbor,Pierce,WA,98332
JPMorgan Chase Bank,0,Avondale Branch,5904,11/6/2002,9/25/2008,17667 Ne 76th St,Redmond,King,WA,98052
JPMorgan Chase Bank,0,Barkley Village Center,5905,1/3/2003,9/25/2008,"3110 Woburn Street, Suite 101",Bellingham,Whatcom,WA,98226
JPMorgan Chase Bank,0,Spokane Branch,5908,11/10/2001,9/25/2008,601 W Main Ave Suite 100,Spokane,Spokane,WA,99201
JPMorgan Chase Bank,0,Third and University Center,5910,11/10/2001,9/25/2008,"1201 3rd Ave, Suite 1000",Seattle,King,WA,98101
JPMorgan Chase Bank,0,Tacoma Westgate Financial Ctr Branch,5912,8/11/2003,9/25/2008,5723 N 26th Street,Tacoma,Pierce,WA,98407
JPMorgan Chase Bank,0,Renton Highlands Finan Ctr Branc,5914,1/5/2004,9/25/2008,"4110 Ne 4th Street, Suite A",Renton,King,WA,98059
JPMorgan Chase Bank,0,Meadow Springs Financial Ctr Branch,5915,1/12/2004,9/25/2008,723 Gage Blvd.,Richland,Benton,WA,99352
JPMorgan Chase Bank,0,23rd & Jackson Financial Ctr Branch,5917,2/9/2004,9/25/2008,401 23rd Avenue S,Seattle,King,WA,98144
JPMorgan Chase Bank,0,Sandy Fm Financial Center Branch,5918,3/24/2004,9/25/2008,"16625 Se 362nd Drive, Suite A",Sandy,Clackamas,OR,97055
JPMorgan Chase Bank,0,South Eugene Branch,5922,10/6/2003,9/25/2008,2840 Willamette St.,Eugene,Lane,OR,97405
JPMorgan Chase Bank,0,Des Moines-Redondo Sq Fin Ctr Branch,5924,11/8/2004,9/25/2008,1640 S 272nd Street,Des Moines,King,WA,98198
JPMorgan Chase Bank,0,Countryside Branch,5927,6/28/2004,9/25/2008,25949 US Highway 19 North,Clearwater,Pinellas,FL,33763
JPMorgan Chase Bank,0,Westchester Playa Branch,5934,4/30/1951,9/25/2008,7151 West Manchester Avenue,Los Angeles,Los Angeles,CA,90045
JPMorgan Chase Bank,0,Manhattan Beach Village Branch,5936,4/30/1951,9/25/2008,2600 Sepulveda Blvd,Manhattan Beach,Los Angeles,CA,90266
JPMorgan Chase Bank,0,Buffalo Grove - The Grove Branch,5957,12/22/2003,9/25/2008,175 Mchenry Road,Buffalo Grove,Lake,IL,60089
JPMorgan Chase Bank,0,Elmhurst Plaza Branch,5959,6/23/2003,9/25/2008,"207 E Butterfield Road, Suite 112-113",Elmhurst,DuPage,IL,60126
JPMorgan Chase Bank,0,South Chicago Heights - Chicago & Sauk Trail Branch,5977,7/25/2005,9/25/2008,"3200 South Chicago Road, Suite A",South Chicago Heights,Cook,IL,60411
JPMorgan Chase Bank,0,Hickory Palos Square Branch,5987,6/23/2003,9/25/2008,9540 S Roberts Road,Hickory Hills,Cook,IL,60457
JPMorgan Chase Bank,0,Orland Park - Marley Creek Square Branch,5991,4/17/2006,9/25/2008,"18000 S Wolf Road, Suite A309",Orland Park,Cook,IL,60467
JPMorgan Chase Bank,0,Downers Grove Branch,5997,8/25/2003,9/25/2008,62 Ogden Avenue,Downers Grove,DuPage,IL,60515
JPMorgan Chase Bank,0,West Monroe and Franklin Branch,6011,4/30/2004,9/25/2008,"230 W Monroe Street, Suite 125",Chicago,Cook,IL,60606
JPMorgan Chase Bank,0,Chicago - State & Division Branch,6017,11/24/2003,9/25/2008,1200 N State Pkwy,Chicago,Cook,IL,60610
JPMorgan Chase Bank,0,Chicago - North & Larrabee Branch,6020,8/25/2003,9/25/2008,609 W North Avenue,Chicago,Cook,IL,60610
JPMorgan Chase Bank,0,North Broadway and Sheridan Branch,6022,7/30/2004,9/25/2008,4356 N Broadway Road,Chicago,Cook,IL,60613
JPMorgan Chase Bank,0,Chicago - Belmont Plaza Branch,6027,7/30/2004,9/25/2008,3339 W Belmont Avenue,Chicago,Cook,IL,60618
JPMorgan Chase Bank,0,Chicago - Chatham Village Square Branch,6031,8/25/2003,9/25/2008,"712 E 87th Street, Suite D2",Chicago,Cook,IL,60619
JPMorgan Chase Bank,0,Chicago - Lincoln & Wilson Branch,6040,12/20/2004,9/25/2008,1791 W Howard Street,Chicago,Cook,IL,60626
JPMorgan Chase Bank,0,Lincoln and Summerdale Branch,6042,7/30/2004,9/25/2008,5341 N Lincoln Avenue,Chicago,Cook,IL,60625
JPMorgan Chase Bank,0,Chicago - 117th & Halsted Branch,6044,7/25/2005,9/25/2008,11721 S Halsted Street,Chicago,Cook,IL,60628
JPMorgan Chase Bank,0,Chicago - 103rd & Michigan Branch,6045,12/20/2004,9/25/2008,92 E 103rd Street,Chicago,Cook,IL,60628
JPMorgan Chase Bank,0,Chicago - North & Grand Branch,6053,4/30/2004,9/25/2008,4440 W North Avenue,Chicago,Cook,IL,60639
JPMorgan Chase Bank,0,Clark and Gregory Branch,6055,1/20/2004,9/25/2008,5531 N Clark Street,Chicago,Cook,IL,60640
JPMorgan Chase Bank,0,Chicago - Chicago & Kedzie Branch,6060,4/30/2004,9/25/2008,"800 N Kedzie Avenue, Suite 218",Chicago,Cook,IL,60651
JPMorgan Chase Bank,0,Niles - Four Flaggs Center Branch,6070,6/23/2003,9/25/2008,"8205 W Golf Road, Suite 2",Niles,Cook,IL,60714
JPMorgan Chase Bank,0,Riverdale - West 144th St Branch,6073,4/17/2006,9/25/2008,255 W 144th Street,Riverdale,Cook,IL,60827
JPMorgan Chase Bank,0,Metropolitan Ave and Wood Branch,6075,12/15/2003,9/25/2008,1489 Metropolitan Avenue,Bronx,Bronx,NY,10462
JPMorgan Chase Bank,0,Perry & Hull Branch,6077,12/21/2005,9/25/2008,311 E 204th Street,Bronx,Bronx,NY,10467
JPMorgan Chase Bank,0,Castle Hill Avenue Branch,6078,8/15/2005,9/25/2008,1309 Castle Hill Avenue,Bronx,Bronx,NY,10462
JPMorgan Chase Bank,0,Vyse Avenue Branch,6080,7/12/2004,9/25/2008,74 Horizon Plaza,Bronx,Bronx,NY,10460
JPMorgan Chase Bank,0,225th & Broadway Branch,6081,11/8/2004,9/25/2008,90 W 225th Street,Bronx,Bronx,NY,10463
JPMorgan Chase Bank,0,Bay Plaza Branch,6083,12/6/2004,9/25/2008,2130 Bartow Avenue,Bronx,Bronx,NY,10475
JPMorgan Chase Bank,0,Nostrand Ave and Ave Y Branch,6085,11/10/2003,9/25/2008,3804 Nostrand Avenue,Brooklyn,Kings,NY,11235
JPMorgan Chase Bank,0,Fifth Avenue Branch,6086,12/15/2003,9/25/2008,533 5th Avenue,Brooklyn,Kings,NY,11215
JPMorgan Chase Bank,0,So Brooklyn - Smith Street Branch,6087,7/12/2004,9/25/2008,192 Smith Street #194,Brooklyn,Kings,NY,11201
JPMorgan Chase Bank,0,Church Avenue Branch,6089,6/27/2005,9/25/2008,5015 Church Avenue,Brooklyn,Kings,NY,11203
JPMorgan Chase Bank,0,Dyker Heights Branch,6095,12/21/2005,9/25/2008,7702 13th Avenue,Brooklyn,Kings,NY,11228
JPMorgan Chase Bank,0,Kings Plaza Branch,6097,6/30/2006,9/25/2008,5136 Kings Plaza,Brooklyn,Kings,NY,11234
JPMorgan Chase Bank,0,South Broadway and 4th St Branch,6105,11/10/2003,9/25/2008,285 S Broadway,Hicksville,Nassau,NY,11801
JPMorgan Chase Bank,0,Bellerose Branch,6106,6/30/2006,9/25/2008,24720 Jericho Turnpike,Floral Park,Nassau,NY,11001
JPMorgan Chase Bank,0,New Rochelle Branch,6112,10/6/2003,9/25/2008,1292 North Avenue,New Rochelle,Westchester,NY,10804
JPMorgan Chase Bank,0,Arcadian Shopping Center Branch,6113,1/26/2004,9/25/2008,214 S Highland Avenue,Ossining,Westchester,NY,10562
JPMorgan Chase Bank,0,Land O Lakes - Collier Branch,6120,7/11/2005,9/25/2008,22711 State Road 54,Land O Lakes,Pasco,FL,34639
JPMorgan Chase Bank,0,Spring Hill - Mariner Branch,6121,9/27/2004,9/25/2008,4200 Mariner Blvd,Spring Hill,Hernando,FL,34609
JPMorgan Chase Bank,0,Brandon Mall Branch,6123,9/27/2004,9/25/2008,1101 W Brandon Blvd,Brandon,Hillsborough,FL,33511
JPMorgan Chase Bank,0,Brandon - Causeway Branch,6128,11/7/2005,9/25/2008,10943 Causeway Blvd,Brandon,Hillsborough,FL,33511
JPMorgan Chase Bank,0,Tampa Palms Branch,6133,7/1/2004,9/25/2008,5205 Cypress Preserve Dr,Tampa,Hillsborough,FL,33647
JPMorgan Chase Bank,0,Hillsborough and Sheldon Branch,6136,9/27/2004,9/25/2008,6703 Memorial Hwy,Tampa,Hillsborough,FL,33615
JPMorgan Chase Bank,0,Tampa - Fletcher Avenue Branch,6138,9/27/2004,9/25/2008,2802 E Fletcher Ave,Tampa,Hillsborough,FL,33612
JPMorgan Chase Bank,0,Clermont East Branch,6140,3/8/2004,9/25/2008,16705 State Rd 50,Clermont,Lake,FL,34711
JPMorgan Chase Bank,0,University - Lockwood Ridge Branch,6141,3/13/2006,9/25/2008,8373 Lockwood Ridge Rd,Sarasota,Manatee,FL,34243
JPMorgan Chase Bank,0,Bradenton - West Cortez Branch,6142,12/12/2005,9/25/2008,6412 Cortez Rd W,Bradenton,Manatee,FL,34210
JPMorgan Chase Bank,0,St Petersburg - North Shore Branch,6146,12/1/2005,9/25/2008,785 4th St N,Saint Petersburg,Pinellas,FL,33701
JPMorgan Chase Bank,0,Pinellas Park - Park Mall Branch,6147,12/19/2005,9/25/2008,7360 U.S. Hwy 19 N.,Pinellas Park,Pinellas,FL,33781
JPMorgan Chase Bank,0,Pinellas Park - Park Blvd Branch,6148,10/11/2005,9/25/2008,7263 Park Blvd,Pinellas Park,Pinellas,FL,33781
JPMorgan Chase Bank,0,Clearwater - Downtown Branch,6149,11/14/2005,9/25/2008,511 S Fort Harrison Ave,Clearwater,Pinellas,FL,33756
JPMorgan Chase Bank,0,Lakeland - Plantation Square Branch,6165,5/15/2006,9/25/2008,5555 Walt Loop Rd,Lakeland,Polk,FL,33809
JPMorgan Chase Bank,0,West Palm Beach Downtown Branch,6166,6/30/2003,9/25/2008,316 Banyan Blvd,West Palm Beach,Palm Beach,FL,33401
JPMorgan Chase Bank,0,Sarasota - Beneva Village Branch,6171,7/1/2004,9/25/2008,3511 Clark Rd,Sarasota,Sarasota,FL,34231
JPMorgan Chase Bank,0,Sarasota - Fruitville Road Branch,6172,9/27/2004,9/25/2008,5341 Fruitville Rd,Sarasota,Sarasota,FL,34232
JPMorgan Chase Bank,0,Winter Park Palms,6176,1/12/2004,9/25/2008,7315 University Blvd,Winter Park,Orange,FL,32792
JPMorgan Chase Bank,0,Sanford Branch,6178,1/12/2004,9/25/2008,4190 State Rd 46,Sanford,Seminole,FL,32771
JPMorgan Chase Bank,0,Fort Pierce Branch,6179,12/1/2003,9/25/2008,601 Virginia Ave,Fort Pierce,St. Lucie,FL,34982
JPMorgan Chase Bank,0,St Lucie West Branch,6180,7/1/2004,9/25/2008,1701 NW St Lucie West Blvd,Port Saint Lucie,St. Lucie,FL,34986
JPMorgan Chase Bank,0,North Deland Branch,6183,12/30/2005,9/25/2008,305 E International Speedway Blvd,Deland,Volusia,FL,32724
JPMorgan Chase Bank,0,East Hialeah Branch,6185,7/1/2005,9/25/2008,380 E. 4th Ave,Hialeah,Miami-Dade,FL,33010
JPMorgan Chase Bank,0,Miami - Kendall Square Branch,6186,2/6/2006,9/25/2008,12610 Sw 120th St,Miami,Miami-Dade,FL,33186
JPMorgan Chase Bank,0,Miami-Tamiami Marketplace Branch,6187,3/31/2005,9/25/2008,14290 Sw 8th St,Miami,Miami-Dade,FL,33184
JPMorgan Chase Bank,0,Miami - Miller West Branch,6188,8/2/2004,9/25/2008,15715 Sw 56th St,Miami,Miami-Dade,FL,33185
JPMorgan Chase Bank,0,Miami - Flagler Branch,6191,12/8/2003,9/25/2008,9501 W Flagler St,Miami,Miami-Dade,FL,33174
JPMorgan Chase Bank,0,Orlando - Metrowest Branch,6193,6/26/2006,9/25/2008,3120 S Kirkman Rd,Orlando,Orange,FL,32811
JPMorgan Chase Bank,0,Vista Lakes Branch,6194,2/13/2006,9/25/2008,8255 Lee Vista Blvd,Orlando,Orange,FL,32829
JPMorgan Chase Bank,0,Winter Garden Branch,6195,9/2/2003,9/25/2008,13730 W Colonial Dr.,Winter Garden,Orange,FL,34787
JPMorgan Chase Bank,0,Orlando - Americana Branch,6198,9/27/2004,9/25/2008,5113 S John Young Pkwy,Orlando,Orange,FL,32839
JPMorgan Chase Bank,0,Orlando - Avalon Park Branch,6200,6/12/2006,9/25/2008,425 S. Avalon Park Blvd,Orlando,Orange,FL,32828
JPMorgan Chase Bank,0,Saint Cloud Branch,6201,8/18/2003,9/25/2008,4355 13th St,Saint Cloud,Osceola,FL,34769
JPMorgan Chase Bank,0,Lake Park - East Northlake Branch,6203,2/1/2006,9/25/2008,328 Northlake Blvd,North Palm Beach,Palm Beach,FL,33408
JPMorgan Chase Bank,0,West Palm Beach - Ibis Branch,6204,9/6/2005,9/25/2008,10160 Northlake Blvd,West Palm Beach,Palm Beach,FL,33412
JPMorgan Chase Bank,0,Boca Raton - Yamato Branch,6205,6/27/2005,9/25/2008,714 Yamato Rd,Boca Raton,Palm Beach,FL,33431
JPMorgan Chase Bank,0,Lake Worth - Hypoluxo Village Branch,6206,2/22/2005,9/25/2008,4660 Hypoluxo Rd,Lake Worth,Palm Beach,FL,33463
JPMorgan Chase Bank,0,Greenacres-Military Crossings Branch,6207,2/7/2005,9/25/2008,4931 S Military Trail,Greenacres,Palm Beach,FL,33463
JPMorgan Chase Bank,0,Lake Worth - US Hwy 441 Branch,6208,12/27/2005,9/25/2008,9863 Lake Worth Rd,Lake Worth,Palm Beach,FL,33467
JPMorgan Chase Bank,0,Holiday Branch,6212,11/15/2004,9/25/2008,3320 US Hwy 19,Holiday,Pasco,FL,34691
JPMorgan Chase Bank,0,Bruce B Downs and 56,6213,6/28/2004,9/25/2008,1747 Bruce B Downs Blvd,Wesley Chapel,Pasco,FL,33544
JPMorgan Chase Bank,0,West Miramar Branch,6214,8/1/2005,9/25/2008,3221 Sw 160th Ave,Miramar,Broward,FL,33027
JPMorgan Chase Bank,0,Fort Lauderdale Harbor Shops Branch,6215,12/20/2005,9/25/2008,1807 Cordova Rd,Fort Lauderdale,Broward,FL,33316
JPMorgan Chase Bank,0,North Lauderdale - Cypress Branch,6217,9/20/2004,9/25/2008,1319 State Rd 7,North Lauderdale,Broward,FL,33068
JPMorgan Chase Bank,0,Cooper City Commons Branch,6218,11/29/2004,9/25/2008,9499 Sheridan St,Hollywood,Broward,FL,33024
JPMorgan Chase Bank,0,Sheridan & I-75 Branch,6219,2/28/2005,9/25/2008,15651 Sheridan St,Davie,Broward,FL,33331
JPMorgan Chase Bank,0,Miramar Commons Branch,6221,11/3/2003,9/25/2008,11100 Pembroke Rd,Miramar,Broward,FL,33025
JPMorgan Chase Bank,0,Hollywood - Young Circle Branch,6222,7/1/2002,9/25/2008,1701 E Young Circle,Hollywood,Broward,FL,33020
JPMorgan Chase Bank,0,West Melbourne - Palm Branch,6224,7/1/2002,9/25/2008,115 Palm Bay Rd Ne,West Melbourne,Brevard,FL,32904
JPMorgan Chase Bank,0,Lake Forest - Trabuco Branch,6225,12/19/2005,9/25/2008,22377 El Toro Rd,Lake Forest,Orange,CA,92630
JPMorgan Chase Bank,0,Rancho Santa Margarita Branch,6226,7/1/2005,9/25/2008,22391 Antonio Pkwy,Rancho Santa Margarita,Orange,CA,92688
JPMorgan Chase Bank,0,Santa Ana Macarthur/Fairview Branch,6227,1/30/2006,9/25/2008,2781 W Macarthur Blvd,Santa Ana,Orange,CA,92704
JPMorgan Chase Bank,0,Lincoln Branch,6228,2/28/2005,9/25/2008,705 Hwy 65,Lincoln,Placer,CA,95648
JPMorgan Chase Bank,0,Roseville - Foothills Branch,6229,10/24/2005,9/25/2008,5180 Foothills Blvd,Roseville,Placer,CA,95747
JPMorgan Chase Bank,0,Corona Ontario Ave & Main St Branch,6230,9/13/2004,9/25/2008,140 West Ontario Ave,Corona,Riverside,CA,92882
JPMorgan Chase Bank,0,LA Quinta Branch,6231,5/17/2004,9/25/2008,78805 Hwy 111,LA Quinta,Riverside,CA,92253
JPMorgan Chase Bank,0,Mira Loma - Eastvale Branch,6232,3/14/2005,9/25/2008,6060 Hamner Ave,Eastvale,Riverside,CA,91752
JPMorgan Chase Bank,0,Iris and Lasselle Branch,6233,10/24/2005,9/25/2008,26220 Iris Ave,Moreno Valley,Riverside,CA,92555
JPMorgan Chase Bank,0,Hidden Springs Rd Branch,6234,2/28/2005,9/25/2008,36132 Hidden Springs Rd,Wildomar,Riverside,CA,92595
JPMorgan Chase Bank,0,Temecula - Redhawk Branch,6235,2/28/2005,9/25/2008,32105 State Rte 79 S,Temecula,Riverside,CA,92592
JPMorgan Chase Bank,0,Riverside - Orangecrest Branch,6236,3/20/2006,9/25/2008,8705 Trautwein Rd,Riverside,Riverside,CA,92508
JPMorgan Chase Bank,0,Sacramento - Natomas Branch,6238,12/5/2005,9/25/2008,3850 Truxel Rd,Sacramento,Sacramento,CA,95834
JPMorgan Chase Bank,0,Apple Valley - Highway 18 Branch,6240,10/17/2005,9/25/2008,20236 U.S. Hwy 18,Apple Valley,San Bernardino,CA,92307
JPMorgan Chase Bank,0,Chino - Towne Center Branch,6241,2/21/2006,9/25/2008,12193 Central Ave,Chino,San Bernardino,CA,91710
JPMorgan Chase Bank,0,Fontana - Sierra Lakes,6242,12/29/2004,9/25/2008,16879 Sierra Lakes Pkwy,Fontana,San Bernardino,CA,92336
JPMorgan Chase Bank,0,South Ontario Branch,6243,2/4/2005,9/25/2008,2633 E Riverside Dr,Ontario,San Bernardino,CA,91761
JPMorgan Chase Bank,0,Upland - Colonies Crossroads Branch,6244,8/8/2005,9/25/2008,"1905 North Campus Ave,",Upland,San Bernardino,CA,91784
JPMorgan Chase Bank,0,Chula Vista-Eastlake Terraces Branch,6245,11/15/2004,9/25/2008,2121 Olympic Pkwy,Chula Vista,San Diego,CA,91915
JPMorgan Chase Bank,0,San Diego - Sorrento Valley Branch,6246,5/31/2005,9/25/2008,9450 Scranton Rd,San Diego,San Diego,CA,92121
JPMorgan Chase Bank,0,San Diego Little Italy Branch,6247,10/17/2005,9/25/2008,1415 India St,San Diego,San Diego,CA,92101
JPMorgan Chase Bank,0,San Diego - Clairemont Square Branch,6248,10/31/2005,9/25/2008,4723 B Clairemont Dr,San Diego,San Diego,CA,92117
JPMorgan Chase Bank,0,San Francisco - Potrero Branch,6249,7/1/2005,9/25/2008,2300 16th St,San Francisco,San Francisco,CA,94103
JPMorgan Chase Bank,0,San Francisco - Embarcadero Branch,6250,3/28/2005,9/25/2008,Two Embarcadero Ctr Branch,San Francisco,San Francisco,CA,94111
JPMorgan Chase Bank,0,San Francisco - Fulton Branch,6251,8/22/2005,9/25/2008,1720 Fulton St,San Francisco,San Francisco,CA,94117
